车型,风扇型号,转速(RPM),风量(CFM),噪音(dB),市占率,达标率,测试时间
环卫作业车-B型,Blade-A12.3,2220,200,133.3,8%,50.05,2026-06
环卫作业车-B型,Blade-A12.3,2220,252,135.7,8%,46.45,2026-06
环卫作业车-B型,Blade-A12.3,2220,320,136.4,8%,45.4,2026-06
环卫作业车-B型,Blade-A12.3,2220,400,133.8,35%,49.3,2026-06
环卫作业车-B型,Blade-A12.3,2220,504,124.2,35%,63.7,2026-06
环卫作业车-B型,Blade-A12.3,2220,640,125.1,15%,62.35,2026-06
环卫作业车-B型,Blade-A12.3,2220,800,125.5,35%,61.75,2026-06
环卫作业车-B型,Blade-A12.3,2220,1000,124.2,35%,63.7,2026-06
环卫作业车-B型,Blade-A12.3,2220,1280,121.8,15%,67.3,2026-06
环卫作业车-B型,Blade-A12.3,2220,1600,118.6,35%,72.1,2026-06
环卫作业车-B型,Blade-A12.3,2220,2000,117.1,8%,74.35,2026-06
环卫作业车-B型,Blade-A12.3,2220,2520,116.9,8%,74.65,2026-06
环卫作业车-B型,Blade-A12.3,2220,3200,114.4,35%,78.4,2026-06
环卫作业车-B型,Blade-A12.3,2220,4000,112.0,35%,82.0,2026-06
环卫作业车-B型,Blade-A12.3,2220,5040,110.1,8%,84.85,2026-06
环卫作业车-B型,Blade-A12.3,1584,160,128.5,22%,57.25,2026-06
环卫作业车-B型,Blade-A12.3,1584,200,129.7,22%,55.45,2026-06
环卫作业车-B型,Blade-A12.3,1584,252,129.4,35%,55.9,2026-06
环卫作业车-B型,Blade-A12.3,1584,320,128.3,15%,57.55,2026-06
环卫作业车-B型,Blade-A12.3,1584,400,122.2,35%,66.7,2026-06
环卫作业车-B型,Blade-A12.3,1584,504,121.3,22%,68.05,2026-06
环卫作业车-B型,Blade-A12.3,1584,640,122.3,35%,66.55,2026-06
环卫作业车-B型,Blade-A12.3,1584,800,122.4,8%,66.4,2026-06
环卫作业车-B型,Blade-A12.3,1584,1000,121.2,8%,68.2,2026-06
环卫作业车-B型,Blade-A12.3,1584,1280,117.9,8%,73.15,2026-06
环卫作业车-B型,Blade-A12.3,1584,1600,114.1,15%,78.85,2026-06
环卫作业车-B型,Blade-A12.3,1584,2000,113.3,15%,80.05,2026-06
环卫作业车-B型,Blade-A12.3,1584,2520,113.1,22%,80.35,2026-06
环卫作业车-B型,Blade-A12.3,1584,3200,110.9,35%,83.65,2026-06
环卫作业车-B型,Blade-A12.3,1584,4000,108.6,35%,87.1,2026-06
环卫作业车-B型,Blade-A12.3,1584,5040,108.0,35%,88.0,2026-06
环卫作业车-B型,Blade-A12.3,1268,160,125.0,8%,62.5,2026-06
环卫作业车-B型,Blade-A12.3,1268,200,125.9,22%,61.15,2026-06
环卫作业车-B型,Blade-A12.3,1268,252,124.7,35%,62.95,2026-06
环卫作业车-B型,Blade-A12.3,1268,320,123.2,8%,65.2,2026-06
环卫作业车-B型,Blade-A12.3,1268,400,118.7,22%,71.95,2026-06
环卫作业车-B型,Blade-A12.3,1268,504,119.3,15%,71.05,2026-06
环卫作业车-B型,Blade-A12.3,1268,640,120.0,35%,70.0,2026-06
环卫作业车-B型,Blade-A12.3,1268,800,119.8,8%,70.3,2026-06
环卫作业车-B型,Blade-A12.3,1268,1000,118.8,15%,71.8,2026-06
环卫作业车-B型,Blade-A12.3,1268,1280,114.5,35%,78.25,2026-06
环卫作业车-B型,Blade-A12.3,1268,1600,110.4,22%,84.4,2026-06
环卫作业车-B型,Blade-A12.3,1268,2000,110.3,15%,84.55,2026-06
环卫作业车-B型,Blade-A12.3,1268,2520,110.3,8%,84.55,2026-06
环卫作业车-B型,Blade-A12.3,1268,3200,108.4,15%,87.4,2026-06
环卫作业车-B型,Blade-A12.3,1268,4000,107.1,35%,89.35,2026-06
环卫作业车-B型,Blade-A12.3,1268,5040,107.3,22%,89.05,2026-06
环卫作业车-B型,Blade-A15.6,2852,160,130.9,15%,53.65,2026-06
环卫作业车-B型,Blade-A15.6,2852,200,132.2,35%,51.7,2026-06
环卫作业车-B型,Blade-A15.6,2852,252,133.8,15%,49.3,2026-06
环卫作业车-B型,Blade-A15.6,2852,320,134.1,35%,48.85,2026-06
环卫作业车-B型,Blade-A15.6,2852,400,130.6,35%,54.1,2026-06
环卫作业车-B型,Blade-A15.6,2852,504,122.3,35%,66.55,2026-06
环卫作业车-B型,Blade-A15.6,2852,640,124.2,15%,63.7,2026-06
环卫作业车-B型,Blade-A15.6,2852,800,124.4,15%,63.4,2026-06
环卫作业车-B型,Blade-A15.6,2852,1000,123.2,22%,65.2,2026-06
环卫作业车-B型,Blade-A15.6,2852,1280,121.5,15%,67.75,2026-06
环卫作业车-B型,Blade-A15.6,2852,1600,119.9,15%,70.15,2026-06
环卫作业车-B型,Blade-A15.6,2852,2000,119.0,15%,71.5,2026-06
环卫作业车-B型,Blade-A15.6,2852,2520,116.5,35%,75.25,2026-06
环卫作业车-B型,Blade-A15.6,2852,3200,113.3,8%,80.05,2026-06
环卫作业车-B型,Blade-A15.6,1584,160,123.5,22%,64.75,2026-06
环卫作业车-B型,Blade-A15.6,1584,200,124.6,8%,63.1,2026-06
环卫作业车-B型,Blade-A15.6,1584,252,122.8,35%,65.8,2026-06
环卫作业车-B型,Blade-A15.6,1584,320,120.5,15%,69.25,2026-06
环卫作业车-B型,Blade-A15.6,1584,400,115.3,22%,77.05,2026-06
环卫作业车-B型,Blade-A15.6,1584,504,118.1,15%,72.85,2026-06
环卫作业车-B型,Blade-A15.6,1584,640,119.0,35%,71.5,2026-06
环卫作业车-B型,Blade-A15.6,1584,800,119.2,35%,71.2,2026-06
环卫作业车-B型,Blade-A15.6,1584,1000,118.2,15%,72.7,2026-06
环卫作业车-B型,Blade-A15.6,1584,1280,114.6,8%,78.1,2026-06
环卫作业车-B型,Blade-A15.6,1584,1600,110.9,15%,83.65,2026-06
环卫作业车-B型,Blade-A15.6,1584,2000,110.3,15%,84.55,2026-06
环卫作业车-B型,Blade-A15.6,1584,2520,109.3,15%,86.05,2026-06
环卫作业车-B型,Blade-A15.6,1584,3200,106.6,35%,90.1,2026-06
环卫作业车-B型,Blade-A15.6,1584,4000,106.2,15%,90.7,2026-06
环卫作业车-B型,Blade-A15.6,1584,5040,104.2,22%,93.7,2026-06
VAN系-总计,-,0,15000,0.0,100%,0.0,2026-06
轻卡系-总计,-,0,12000,0.0,100%,0.0,2026-06
